Country,date_data,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,date_download,Continent,Population,ISO3
Macao,2020-04-25,45,NA,NA,NA,27,18,1,69,NA,NA,NA,2020_04_26_11_00_03_GMT,Asia,NA,MAC
Syria,2020-04-25,42,NA,3,NA,11,28,NA,2,0.2,NA,NA,2020_04_26_11_00_03_GMT,Asia,NA,SYR
Eritrea,2020-04-25,39,NA,NA,NA,13,26,NA,11,NA,NA,NA,2020_04_26_11_00_03_GMT,Africa,NA,ERI
Saint Martin,2020-04-25,38,NA,3,NA,24,11,3,983,78,NA,NA,2020_04_26_11_00_03_GMT,North America,NA,MAF
Mongolia,2020-04-25,37,1,NA,NA,9,28,NA,11,NA,7292,2224,2020_04_26_11_00_03_GMT,Asia,NA,MNG
Malawi,2020-04-25,33,NA,3,NA,4,26,1,2,0.2,617,32,2020_04_26_11_00_03_GMT,Africa,NA,MWI
Zimbabwe,2020-04-25,31,2,4,NA,2,25,NA,2,0.3,5450,367,2020_04_26_11_00_03_GMT,Africa,NA,ZWE
Angola,2020-04-25,25,NA,2,NA,6,17,NA,0.8,0.06,NA,NA,2020_04_26_11_00_03_GMT,Africa,NA,AGO
Antigua and Barbuda,2020-04-25,24,NA,3,NA,11,10,1,245,31,113,1154,2020_04_26_11_00_03_GMT,North America,NA,ATG
Timor-Leste,2020-04-25,24,NA,NA,NA,2,22,NA,18,NA,322,244,2020_04_26_11_00_03_GMT,Asia,NA,TLS
Botswana,2020-04-25,22,NA,1,NA,NA,21,NA,9,0.4,5023,2136,2020_04_26_11_00_03_GMT,Africa,NA,BWA
Laos,2020-04-25,19,NA,NA,NA,7,12,NA,3,NA,1661,228,2020_04_26_11_00_03_GMT,Asia,NA,LAO
Belize,2020-04-25,18,NA,2,NA,5,11,1,45,5,816,2052,2020_04_26_11_00_03_GMT,North America,NA,BLZ
Fiji,2020-04-25,18,NA,NA,NA,10,8,NA,20,NA,900,1004,2020_04_26_11_00_03_GMT,Australia/Oceania,NA,FJI
Grenada,2020-04-25,18,3,NA,NA,7,11,4,160,NA,175,1555,2020_04_26_11_00_03_GMT,North America,NA,GRD
New Caledonia,2020-04-25,18,NA,NA,NA,17,1,1,63,NA,3952,13842,2020_04_26_11_00_03_GMT,Australia/Oceania,NA,NCL
Curaçao,2020-04-25,16,NA,1,NA,11,4,NA,98,6,304,1853,2020_04_26_11_00_03_GMT,North America,NA,CUW
CAR,2020-04-25,16,NA,NA,NA,10,6,NA,3,NA,NA,NA,2020_04_26_11_00_03_GMT,Africa,NA,CAF
Dominica,2020-04-25,16,NA,NA,NA,10,6,NA,222,NA,383,5320,2020_04_26_11_00_03_GMT,North America,NA,DMA
Namibia,2020-04-25,16,NA,NA,NA,7,9,NA,6,NA,675,266,2020_04_26_11_00_03_GMT,Africa,NA,NAM
Saint Kitts and Nevis,2020-04-25,15,NA,NA,NA,2,13,NA,282,NA,260,4887,2020_04_26_11_00_03_GMT,North America,NA,KNA
Saint Lucia,2020-04-25,15,NA,NA,NA,15,0,NA,82,NA,364,1982,2020_04_26_11_00_03_GMT,North America,NA,LCA
St. Vincent Grenadines,2020-04-25,14,NA,NA,NA,5,9,NA,126,NA,108,973,2020_04_26_11_00_03_GMT,North America,NA,VCT
Falkland Islands,2020-04-25,13,1,NA,NA,11,2,NA,3736,NA,353,101437,2020_04_26_11_00_03_GMT,South America,NA,FLK
Nicaragua,2020-04-25,12,1,3,NA,7,2,NA,2,0.5,NA,NA,2020_04_26_11_00_03_GMT,North America,NA,NIC
Burundi,2020-04-25,11,NA,1,NA,4,6,NA,0.9,0.08,284,24,2020_04_26_11_00_03_GMT,Africa,NA,BDI
Montserrat,2020-04-25,11,NA,1,1,2,8,1,2204,200,36,7212,2020_04_26_11_00_03_GMT,North America,NA,MSR
Turks and Caicos,2020-04-25,11,NA,1,NA,4,6,NA,284,26,83,2144,2020_04_26_11_00_03_GMT,North America,NA,TCA
Greenland,2020-04-25,11,NA,NA,NA,11,0,NA,194,NA,1200,21138,2020_04_26_11_00_03_GMT,North America,NA,GRL
Seychelles,2020-04-25,11,NA,NA,NA,6,5,NA,112,NA,NA,NA,2020_04_26_11_00_03_GMT,Africa,NA,SYC
Gambia,2020-04-25,10,NA,1,NA,8,1,NA,4,0.4,401,166,2020_04_26_11_00_03_GMT,Africa,NA,GMB
Suriname,2020-04-25,10,NA,1,NA,7,2,NA,17,2,404,689,2020_04_26_11_00_03_GMT,South America,NA,SUR
Vatican City,2020-04-25,9,NA,NA,NA,2,7,NA,11236,NA,NA,NA,2020_04_26_11_00_03_GMT,Europe,NA,Vatican
Papua New Guinea,2020-04-25,8,NA,NA,NA,NA,8,NA,0.9,NA,604,68,2020_04_26_11_00_03_GMT,Australia/Oceania,NA,PNG
Mauritania,2020-04-25,7,NA,1,NA,6,0,NA,2,0.2,1032,222,2020_04_26_11_00_03_GMT,Africa,NA,MRT
Bhutan,2020-04-25,7,NA,NA,NA,3,4,NA,9,NA,8953,11603,2020_04_26_11_00_03_GMT,Asia,NA,BTN
British Virgin Islands,2020-04-25,6,1,1,NA,3,2,NA,198,33,NA,NA,2020_04_26_11_00_03_GMT,North America,NA,VGB
St. Barth,2020-04-25,6,NA,NA,NA,6,0,NA,607,NA,NA,NA,2020_04_26_11_00_03_GMT,North America,NA,BLM
Western Sahara,2020-04-25,6,NA,NA,NA,5,1,NA,10,NA,NA,NA,2020_04_26_11_00_03_GMT,Africa,NA,ESH
Caribbean Netherlands,2020-04-25,5,NA,NA,NA,NA,5,NA,191,NA,110,4195,2020_04_26_11_00_03_GMT,North America,NA,BES
South Sudan,2020-04-25,5,NA,NA,NA,NA,5,NA,0.4,NA,NA,NA,2020_04_26_11_00_03_GMT,Africa,NA,SSD
Sao Tome and Principe,2020-04-25,4,NA,NA,NA,NA,4,NA,18,NA,19,87,2020_04_26_11_00_03_GMT,Africa,NA,STP
Anguilla,2020-04-25,3,NA,NA,NA,1,2,NA,200,NA,NA,NA,2020_04_26_11_00_03_GMT,North America,NA,AIA
Saint Pierre Miquelon,2020-04-25,1,NA,NA,NA,NA,1,NA,173,NA,NA,NA,2020_04_26_11_00_03_GMT,North America,NA,SPM
Yemen,2020-04-25,1,NA,NA,NA,1,0,NA,0.03,NA,120,4,2020_04_26_11_00_03_GMT,Asia,NA,YEM
China,2020-04-26,82827,11,4632,NA,77394,801,51,58,3,NA,NA,2020_04_27_11_00_04_GMT,Asia,NA,CHN
USA,2020-04-26,987160,26509,55413,1157,118781,812966,15143,2982,167,5470464,16527,2020_04_27_11_00_04_GMT,North America,NA,USA
Spain,2020-04-26,226629,2870,23190,288,117727,85712,7764,4847,496,1199548,25656,2020_04_27_11_00_04_GMT,Europe,NA,ESP
Italy,2020-04-26,197675,2324,26644,260,64928,106103,2009,3269,441,1757659,29071,2020_04_27_11_00_04_GMT,Europe,NA,ITA
France,2020-04-26,162100,612,22856,242,44903,94341,4682,2483,350,463662,7103,2020_04_27_11_00_04_GMT,Europe,NA,FRA
Germany,2020-04-26,157770,1257,5976,99,112000,39794,2570,1883,71,2072669,24738,2020_04_27_11_00_04_GMT,Europe,NA,DEU
UK,2020-04-26,152840,4463,20732,413,NA,131764,1559,2251,305,669850,9867,2020_04_27_11_00_04_GMT,Europe,NA,GBR
Turkey,2020-04-26,110130,2357,2805,99,29140,78185,1776,1306,33,898742,10656,2020_04_27_11_00_04_GMT,Asia,NA,TUR
Iran,2020-04-26,90481,1153,5710,60,69657,15114,3079,1077,68,421313,5016,2020_04_27_11_00_04_GMT,Asia,NA,IRN
Russia,2020-04-26,80949,6361,747,66,6767,73435,2300,555,5,2877699,19719,2020_04_27_11_00_04_GMT,Europe,NA,RUS
Brazil,2020-04-26,62859,3663,4271,226,30152,28436,8318,296,20,291922,1373,2020_04_27_11_00_04_GMT,South America,NA,BRA
Canada,2020-04-26,46895,1541,2560,95,17321,27014,557,1243,68,691663,18326,2020_04_27_11_00_04_GMT,North America,NA,CAN
Belgium,2020-04-26,46134,809,7094,177,10785,28255,891,3981,612,189067,16313,2020_04_27_11_00_04_GMT,Europe,NA,BEL
Netherlands,2020-04-26,37845,655,4475,66,NA,33120,934,2209,261,193950,11319,2020_04_27_11_00_04_GMT,Europe,NA,NLD
Switzerland,2020-04-26,29061,167,1610,11,21800,5651,204,3358,186,245300,28343,2020_04_27_11_00_04_GMT,Europe,NA,CHE
India,2020-04-26,27890,1607,881,56,6523,20486,NA,20,0.6,625309,453,2020_04_27_11_00_04_GMT,Asia,NA,IND
Peru,2020-04-26,27517,2186,728,28,8088,18701,554,835,22,232747,7059,2020_04_27_11_00_04_GMT,South America,NA,PER
Portugal,2020-04-26,23864,472,903,23,1329,21632,182,2340,89,330512,32414,2020_04_27_11_00_04_GMT,Europe,NA,PRT
Ecuador,2020-04-26,22719,NA,576,NA,1366,20777,127,1288,33,56513,3203,2020_04_27_11_00_04_GMT,South America,NA,ECU
Ireland,2020-04-26,19262,701,1087,24,9233,8942,142,3901,220,127319,25785,2020_04_27_11_00_04_GMT,Europe,NA,IRL
Sweden,2020-04-26,18640,463,2194,2,1005,15441,399,1846,217,94500,9357,2020_04_27_11_00_04_GMT,Europe,NA,SWE
Saudi Arabia,2020-04-26,17522,1223,139,3,2357,15026,115,503,4,200000,5745,2020_04_27_11_00_04_GMT,Asia,NA,SAU
Israel,2020-04-26,15443,145,201,2,6731,8511,133,1784,23,302691,34971,2020_04_27_11_00_04_GMT,Asia,NA,ISR
Austria,2020-04-26,15225,77,542,6,12282,2401,145,1690,60,227631,25274,2020_04_27_11_00_04_GMT,Europe,NA,AUT
Mexico,2020-04-26,13842,970,1305,84,7149,5388,378,107,10,65500,508,2020_04_27_11_00_04_GMT,North America,NA,MEX
Singapore,2020-04-26,13624,931,12,NA,1060,12552,22,2329,2,121774,20815,2020_04_27_11_00_04_GMT,Asia,NA,SGP
Japan,2020-04-26,13441,210,372,12,1809,11260,296,106,3,149074,1179,2020_04_27_11_00_04_GMT,Asia,NA,JPN
Chile,2020-04-26,13331,473,189,8,7024,6118,418,697,10,155975,8159,2020_04_27_11_00_04_GMT,South America,NA,CHL
Pakistan,2020-04-26,13328,605,281,12,2936,10111,111,60,1,144365,654,2020_04_27_11_00_04_GMT,Asia,NA,PAK
Poland,2020-04-26,11617,344,535,11,2265,8817,160,307,14,290633,7679,2020_04_27_11_00_04_GMT,Europe,NA,POL
Romania,2020-04-26,11036,401,619,18,3054,7363,236,574,32,136518,7096,2020_04_27_11_00_04_GMT,Europe,NA,ROU
S. Korea,2020-04-26,10728,10,242,2,8717,1769,55,209,5,598285,11669,2020_04_27_11_00_04_GMT,Asia,NA,KOR
Belarus,2020-04-26,10463,873,72,5,1695,8696,92,1107,8,147525,15612,2020_04_27_11_00_04_GMT,Europe,NA,BLR
UAE,2020-04-26,10349,536,76,5,1978,8295,1,1046,8,1057326,106904,2020_04_27_11_00_04_GMT,Asia,NA,ARE
Qatar,2020-04-26,10287,929,10,NA,1012,9265,72,3571,3,82289,28562,2020_04_27_11_00_04_GMT,Asia,NA,QAT
Indonesia,2020-04-26,8882,275,743,23,1107,7032,NA,32,3,72099,264,2020_04_27_11_00_04_GMT,Asia,NA,IDN
Ukraine,2020-04-26,8617,492,209,8,840,7568,107,197,5,89373,2044,2020_04_27_11_00_04_GMT,Europe,NA,UKR
Denmark,2020-04-26,8575,130,422,4,5805,2348,70,1480,73,146915,25364,2020_04_27_11_00_04_GMT,Europe,NA,DNK
Serbia,2020-04-26,8042,263,156,5,1182,6704,85,920,18,64303,7360,2020_04_27_11_00_04_GMT,Europe,NA,SRB
Philippines,2020-04-26,7579,285,501,7,862,6216,1,69,5,84789,774,2020_04_27_11_00_04_GMT,Asia,NA,PHL
Norway,2020-04-26,7527,34,201,NA,32,7294,49,1388,37,155125,28614,2020_04_27_11_00_04_GMT,Europe,NA,NOR
Czechia,2020-04-26,7404,52,220,2,2545,4639,79,691,21,215116,20087,2020_04_27_11_00_04_GMT,Europe,NA,CZE
Australia,2020-04-26,6716,21,83,3,5560,1073,42,263,3,510974,20038,2020_04_27_11_00_04_GMT,Australia/Oceania,NA,AUS
Dominican Republic,2020-04-26,6135,209,278,5,910,4947,144,566,26,22498,2074,2020_04_27_11_00_04_GMT,North America,NA,DOM
Malaysia,2020-04-26,5780,38,98,NA,3862,1820,36,179,3,131491,4063,2020_04_27_11_00_04_GMT,Asia,NA,MYS
Panama,2020-04-26,5538,200,159,5,338,5041,85,1283,37,25400,5887,2020_04_27_11_00_04_GMT,North America,NA,PAN
Bangladesh,2020-04-26,5416,418,145,5,122,5149,1,33,0.9,46589,283,2020_04_27_11_00_04_GMT,Asia,NA,BGD
Colombia,2020-04-26,5379,237,244,11,1133,4002,117,106,5,87199,1714,2020_04_27_11_00_04_GMT,South America,NA,COL
Finland,2020-04-26,4576,101,190,4,2500,1886,62,826,34,80300,14493,2020_04_27_11_00_04_GMT,Europe,NA,FIN
South Africa,2020-04-26,4546,185,87,1,1473,2986,36,77,1,168643,2843,2020_04_27_11_00_04_GMT,Africa,NA,ZAF
Egypt,2020-04-26,4534,215,317,10,1176,3041,NA,44,3,90000,879,2020_04_27_11_00_04_GMT,Africa,NA,EGY
Morocco,2020-04-26,4065,168,161,2,593,3311,1,110,4,27399,742,2020_04_27_11_00_04_GMT,Africa,NA,MAR
Argentina,2020-04-26,3892,112,192,7,1107,2593,144,86,4,49905,1104,2020_04_27_11_00_04_GMT,South America,NA,ARG
Luxembourg,2020-04-26,3723,12,88,3,3104,531,22,5947,141,39003,62307,2020_04_27_11_00_04_GMT,Europe,NA,LUX
Moldova,2020-04-26,3408,104,96,2,895,2417,212,845,24,11763,2916,2020_04_27_11_00_04_GMT,Europe,NA,MDA
Algeria,2020-04-26,3382,126,425,6,1508,1449,40,77,10,6500,148,2020_04_27_11_00_04_GMT,Africa,NA,DZA
Kuwait,2020-04-26,3075,183,20,1,806,2249,61,720,5,NA,NA,2020_04_27_11_00_04_GMT,Asia,NA,KWT
Thailand,2020-04-26,2922,15,51,NA,2594,277,61,42,0.7,142589,2043,2020_04_27_11_00_04_GMT,Asia,NA,THA
Kazakhstan,2020-04-26,2717,116,25,NA,682,2010,31,145,1,196298,10454,2020_04_27_11_00_04_GMT,Asia,NA,KAZ
Bahrain,2020-04-26,2647,59,8,NA,1189,1450,2,1556,5,114110,67061,2020_04_27_11_00_04_GMT,Asia,NA,BHR
Greece,2020-04-26,2517,11,134,4,577,1806,46,241,13,64608,6199,2020_04_27_11_00_04_GMT,Europe,NA,GRC
Hungary,2020-04-26,2500,57,272,10,485,1743,61,259,28,63505,6574,2020_04_27_11_00_04_GMT,Europe,NA,HUN
Croatia,2020-04-26,2030,14,55,1,1103,872,23,494,13,31622,7703,2020_04_27_11_00_04_GMT,Europe,NA,HRV
Oman,2020-04-26,1998,93,10,NA,333,1655,3,391,2,NA,NA,2020_04_27_11_00_04_GMT,Asia,NA,OMN
Uzbekistan,2020-04-26,1869,7,8,NA,789,1072,8,56,0.2,242536,7247,2020_04_27_11_00_04_GMT,Asia,NA,UZB
Iraq,2020-04-26,1820,57,87,1,1263,470,NA,45,2,71471,1777,2020_04_27_11_00_04_GMT,Asia,NA,IRQ
Iceland,2020-04-26,1792,2,10,NA,1608,174,3,5251,29,46352,135833,2020_04_27_11_00_04_GMT,Europe,NA,ISL
Armenia,2020-04-26,1746,69,28,NA,833,885,10,589,9,17931,6051,2020_04_27_11_00_04_GMT,Asia,NA,ARM
Azerbaijan,2020-04-26,1645,28,21,NA,1139,485,15,162,2,120479,11883,2020_04_27_11_00_04_GMT,Asia,NA,AZE
Estonia,2020-04-26,1643,8,49,3,233,1361,6,1239,37,47933,36134,2020_04_27_11_00_04_GMT,Europe,NA,EST
Cameroon,2020-04-26,1621,103,56,3,786,779,12,61,2,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,CMR
Ghana,2020-04-26,1550,271,11,1,155,1384,4,50,0.4,100622,3238,2020_04_27_11_00_04_GMT,Africa,NA,GHA
Afghanistan,2020-04-26,1531,68,50,3,207,1274,7,39,1,8090,208,2020_04_27_11_00_04_GMT,Asia,NA,AFG
Bosnia and Herzegovina,2020-04-26,1516,30,59,2,624,833,4,462,18,25830,7873,2020_04_27_11_00_04_GMT,Europe,NA,BIH
New Zealand,2020-04-26,1469,8,18,NA,1142,309,1,305,4,120981,25088,2020_04_27_11_00_04_GMT,Australia/Oceania,NA,NZL
Lithuania,2020-04-26,1438,12,41,NA,467,930,17,528,15,104488,38382,2020_04_27_11_00_04_GMT,Europe,NA,LTU
Slovenia,2020-04-26,1396,8,82,1,221,1093,23,671,39,48973,23557,2020_04_27_11_00_04_GMT,Europe,NA,SVN
North Macedonia,2020-04-26,1386,19,61,2,500,825,13,665,29,15120,7257,2020_04_27_11_00_04_GMT,Europe,NA,MKD
Slovakia,2020-04-26,1379,6,18,1,394,967,5,253,3,70928,12991,2020_04_27_11_00_04_GMT,Europe,NA,SVK
Cuba,2020-04-26,1369,32,54,3,501,814,11,121,5,39828,3516,2020_04_27_11_00_04_GMT,North America,NA,CUB
Bulgaria,2020-04-26,1300,53,56,1,205,1039,41,187,8,27000,3886,2020_04_27_11_00_04_GMT,Europe,NA,BGR
Nigeria,2020-04-26,1273,91,40,5,239,994,2,6,0.2,10918,53,2020_04_27_11_00_04_GMT,Africa,NA,NGA
Ivory Coast,2020-04-26,1150,73,14,NA,468,668,NA,44,0.5,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,CIV
Hong Kong,2020-04-26,1038,NA,4,NA,772,262,4,138,0.5,145640,19426,2020_04_27_11_00_04_GMT,Asia,NA,HKG
Djibouti,2020-04-26,1023,15,2,NA,411,610,NA,1035,2,11741,11884,2020_04_27_11_00_04_GMT,Africa,NA,DJI
Guinea,2020-04-26,996,NA,7,NA,208,781,NA,76,0.5,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,GIN
Tunisia,2020-04-26,949,10,38,NA,216,695,20,80,3,20818,1761,2020_04_27_11_00_04_GMT,Africa,NA,TUN
Bolivia,2020-04-26,866,59,46,2,74,746,3,74,4,4995,428,2020_04_27_11_00_04_GMT,South America,NA,BOL
Cyprus,2020-04-26,817,7,14,NA,148,655,15,677,12,43542,36064,2020_04_27_11_00_04_GMT,Asia,NA,CYP
Latvia,2020-04-26,812,8,12,NA,267,533,6,430,6,47671,25274,2020_04_27_11_00_04_GMT,Europe,NA,LVA
Andorra,2020-04-26,738,NA,40,NA,344,354,17,9552,518,1673,21653,2020_04_27_11_00_04_GMT,Europe,NA,AND
Albania,2020-04-26,726,14,28,1,410,288,4,252,10,7279,2529,2020_04_27_11_00_04_GMT,Europe,NA,ALB
Lebanon,2020-04-26,707,3,24,NA,145,538,44,104,4,27827,4077,2020_04_27_11_00_04_GMT,Asia,NA,LBN
Niger,2020-04-26,696,12,29,2,350,317,NA,29,1,5013,207,2020_04_27_11_00_04_GMT,Africa,NA,NER
Costa Rica,2020-04-26,695,2,6,NA,264,425,8,136,1,12467,2447,2020_04_27_11_00_04_GMT,North America,NA,CRI
Kyrgyzstan,2020-04-26,682,17,8,NA,370,304,13,105,1,45627,6994,2020_04_27_11_00_04_GMT,Asia,NA,KGZ
Senegal,2020-04-26,671,57,9,2,283,379,1,40,0.5,466,28,2020_04_27_11_00_04_GMT,Africa,NA,SEN
Burkina Faso,2020-04-26,632,3,42,1,453,137,NA,30,2,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,BFA
Honduras,2020-04-26,627,36,59,4,65,503,10,63,6,3457,349,2020_04_27_11_00_04_GMT,North America,NA,HND
Uruguay,2020-04-26,596,33,14,2,370,212,9,172,4,16496,4749,2020_04_27_11_00_04_GMT,South America,NA,URY
San Marino,2020-04-26,538,25,41,1,64,433,4,15856,1208,2074,61124,2020_04_27_11_00_04_GMT,Europe,NA,SMR
Channel Islands,2020-04-26,525,NA,35,NA,332,158,NA,3020,201,5342,30725,2020_04_27_11_00_04_GMT,Europe,NA,Channel Islands
Sri Lanka,2020-04-26,523,71,7,NA,120,396,2,24,0.3,13850,647,2020_04_27_11_00_04_GMT,Asia,NA,LKA
Georgia,2020-04-26,486,30,6,1,149,331,6,122,2,9699,2431,2020_04_27_11_00_04_GMT,Asia,NA,GEO
Guatemala,2020-04-26,473,43,13,2,45,415,5,26,0.7,7200,402,2020_04_27_11_00_04_GMT,North America,NA,GTM
Malta,2020-04-26,448,NA,4,NA,282,162,2,1015,9,27981,63371,2020_04_27_11_00_04_GMT,Europe,NA,MLT
Jordan,2020-04-26,447,3,7,NA,337,103,5,44,0.7,63737,6247,2020_04_27_11_00_04_GMT,Asia,NA,JOR
DRC,2020-04-26,442,26,28,NA,50,364,NA,5,0.3,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,COD
Somalia,2020-04-26,436,46,23,5,10,403,2,27,1,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,SOM
Taiwan,2020-04-26,429,NA,6,NA,281,142,NA,18,0.3,60459,2539,2020_04_27_11_00_04_GMT,Asia,NA,TWN
Réunion,2020-04-26,417,NA,NA,NA,300,117,2,466,NA,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,REU
Mayotte,2020-04-26,401,21,4,NA,144,253,4,1470,15,2500,9164,2020_04_27_11_00_04_GMT,Africa,NA,MYT
Mali,2020-04-26,389,19,23,2,112,254,NA,19,1,2172,107,2020_04_27_11_00_04_GMT,Africa,NA,MLI
Kenya,2020-04-26,355,12,14,NA,106,235,2,7,0.3,17992,335,2020_04_27_11_00_04_GMT,Africa,NA,KEN
Palestine,2020-04-26,342,NA,2,NA,83,257,NA,67,0.4,27000,5293,2020_04_27_11_00_04_GMT,Asia,NA,PSE
Mauritius,2020-04-26,332,1,9,NA,299,24,3,261,7,14445,11358,2020_04_27_11_00_04_GMT,Africa,NA,MUS
Venezuela,2020-04-26,325,2,10,NA,137,178,3,11,0.4,423592,14896,2020_04_27_11_00_04_GMT,South America,NA,VEN
Montenegro,2020-04-26,321,1,7,1,153,161,7,511,11,5085,8096,2020_04_27_11_00_04_GMT,Europe,NA,MNE
Isle of Man,2020-04-26,308,NA,18,NA,247,43,22,3622,212,2854,33563,2020_04_27_11_00_04_GMT,Europe,NA,IMN
Jamaica,2020-04-26,305,17,7,NA,28,270,NA,103,2,2868,969,2020_04_27_11_00_04_GMT,North America,NA,JAM
Tanzania,2020-04-26,299,NA,10,NA,48,241,7,5,0.2,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,TZA
El Salvador,2020-04-26,298,24,8,NA,83,207,4,46,1,18686,2881,2020_04_27_11_00_04_GMT,North America,NA,SLV
Vietnam,2020-04-26,270,NA,NA,NA,225,45,8,3,NA,212965,2188,2020_04_27_11_00_04_GMT,Asia,NA,VNM
Equatorial Guinea,2020-04-26,258,NA,1,NA,8,249,NA,184,0.7,854,609,2020_04_27_11_00_04_GMT,Africa,NA,GNQ
Sudan,2020-04-26,237,24,21,4,20,196,NA,5,0.5,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,SDN
Paraguay,2020-04-26,228,5,9,NA,85,134,1,32,1,7630,1070,2020_04_27_11_00_04_GMT,South America,NA,PRY
Maldives,2020-04-26,214,37,NA,NA,17,197,2,396,NA,5296,9798,2020_04_27_11_00_04_GMT,Asia,NA,MDV
Congo,2020-04-26,200,NA,6,NA,19,175,NA,36,1,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,COG
Rwanda,2020-04-26,191,8,NA,NA,92,99,NA,15,NA,6959,537,2020_04_27_11_00_04_GMT,Africa,NA,RWA
Faeroe Islands,2020-04-26,187,NA,NA,NA,178,9,NA,3827,NA,6588,134826,2020_04_27_11_00_04_GMT,Europe,NA,FRO
Gabon,2020-04-26,176,NA,3,NA,30,143,1,79,1,572,257,2020_04_27_11_00_04_GMT,Africa,NA,GAB
Martinique,2020-04-26,175,NA,14,NA,77,84,7,466,37,NA,NA,2020_04_27_11_00_04_GMT,North America,NA,MTQ
Guadeloupe,2020-04-26,149,NA,12,NA,82,55,11,372,30,NA,NA,2020_04_27_11_00_04_GMT,North America,NA,GLP
Myanmar,2020-04-26,146,2,5,NA,10,131,NA,3,0.09,6678,123,2020_04_27_11_00_04_GMT,Asia,NA,MMR
Gibraltar,2020-04-26,141,5,NA,NA,131,10,NA,4185,NA,2198,65240,2020_04_27_11_00_04_GMT,Europe,NA,GIB
Brunei,2020-04-26,138,NA,1,NA,123,14,2,315,2,12981,29672,2020_04_27_11_00_04_GMT,Asia,NA,BRN
Liberia,2020-04-26,124,4,12,1,25,87,NA,25,2,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,LBR
Madagascar,2020-04-26,124,1,NA,NA,71,53,1,4,NA,2357,85,2020_04_27_11_00_04_GMT,Africa,NA,MDG
Ethiopia,2020-04-26,123,1,3,NA,41,79,NA,1,0.03,13645,119,2020_04_27_11_00_04_GMT,Africa,NA,ETH
Cambodia,2020-04-26,122,NA,NA,NA,117,5,1,7,NA,5768,345,2020_04_27_11_00_04_GMT,Asia,NA,KHM
Trinidad and Tobago,2020-04-26,115,NA,8,NA,54,53,NA,82,6,1514,1082,2020_04_27_11_00_04_GMT,North America,NA,TTO
French Guiana,2020-04-26,111,NA,1,NA,87,23,NA,372,3,NA,NA,2020_04_27_11_00_04_GMT,South America,NA,GUF
Bermuda,2020-04-26,109,NA,5,NA,39,65,10,1750,80,1173,18835,2020_04_27_11_00_04_GMT,North America,NA,BMU
Cabo Verde,2020-04-26,106,16,1,NA,1,104,NA,191,2,791,1423,2020_04_27_11_00_04_GMT,Africa,NA,CPV
Aruba,2020-04-26,100,NA,2,NA,73,25,4,937,19,1622,15192,2020_04_27_11_00_04_GMT,North America,NA,ABW
Togo,2020-04-26,98,2,6,NA,62,30,NA,12,0.7,5951,719,2020_04_27_11_00_04_GMT,Africa,NA,TGO
Monaco,2020-04-26,94,NA,4,NA,42,48,1,2395,102,NA,NA,2020_04_27_11_00_04_GMT,Europe,NA,MCO
Sierra Leone,2020-04-26,93,11,4,2,10,79,NA,12,0.5,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,SLE
Zambia,2020-04-26,88,4,3,NA,42,43,1,5,0.2,2586,141,2020_04_27_11_00_04_GMT,Africa,NA,ZMB
Liechtenstein,2020-04-26,82,1,1,NA,55,26,NA,2151,26,900,23605,2020_04_27_11_00_04_GMT,Europe,NA,LIE
Bahamas,2020-04-26,80,2,11,NA,22,47,1,203,28,NA,NA,2020_04_27_11_00_04_GMT,North America,NA,BHS
Barbados,2020-04-26,79,NA,6,NA,39,34,4,275,21,1663,5787,2020_04_27_11_00_04_GMT,North America,NA,BRB
Uganda,2020-04-26,79,4,NA,NA,46,33,NA,2,NA,20329,444,2020_04_27_11_00_04_GMT,Africa,NA,UGA
Mozambique,2020-04-26,76,6,NA,NA,12,64,NA,2,NA,1644,53,2020_04_27_11_00_04_GMT,Africa,NA,MOZ
Sint Maarten,2020-04-26,74,1,13,1,33,28,7,1726,303,266,6204,2020_04_27_11_00_04_GMT,North America,NA,SXM
Guyana,2020-04-26,74,1,8,1,12,54,5,94,10,442,562,2020_04_27_11_00_04_GMT,South America,NA,GUY
Haiti,2020-04-26,74,2,6,NA,7,61,NA,6,0.5,769,67,2020_04_27_11_00_04_GMT,North America,NA,HTI
Cayman Islands,2020-04-26,70,NA,1,NA,8,61,3,1065,15,940,14303,2020_04_27_11_00_04_GMT,North America,NA,CYM
Benin,2020-04-26,64,10,1,NA,33,30,NA,5,0.08,NA,NA,2020_04_27_11_00_04_GMT,Africa,NA,BEN
