Country,date_data,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious_Critical,Cases_per_1M,Deaths_per_1M,TotalTests,Tests_per_1M,date_download,Continent,Population,ISO3
Cameroon,2020-04-17,996,NA,22,NA,164,810,NA,38,0.8,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,CMR
Cuba,2020-04-17,923,61,31,4,192,700,17,81,3,23317,2059,2020_04_18_11_00_04_GMT,North America,NA,CUB
Afghanistan,2020-04-17,906,66,30,NA,99,777,NA,23,0.8,NA,NA,2020_04_18_11_00_04_GMT,Asia,NA,AFG
Tunisia,2020-04-17,864,42,37,NA,43,784,89,73,3,14640,1239,2020_04_18_11_00_04_GMT,Africa,NA,TUN
Bulgaria,2020-04-17,846,46,41,3,141,664,37,122,6,18502,2663,2020_04_18_11_00_04_GMT,Europe,NA,BGR
Cyprus,2020-04-17,750,15,12,NA,77,661,8,621,10,29075,24081,2020_04_18_11_00_04_GMT,Asia,NA,CYP
Djibouti,2020-04-17,732,141,2,NA,76,654,NA,741,2,7486,7577,2020_04_18_11_00_04_GMT,Africa,NA,DJI
Andorra,2020-04-17,696,23,35,2,191,470,17,9008,453,1673,21653,2020_04_18_11_00_04_GMT,Europe,NA,AND
Ivory Coast,2020-04-17,688,34,6,NA,193,489,NA,26,0.2,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,CIV
Latvia,2020-04-17,682,7,5,NA,88,589,5,362,3,32837,17409,2020_04_18_11_00_04_GMT,Europe,NA,LVA
Lebanon,2020-04-17,668,5,21,NA,86,561,30,98,3,19185,2811,2020_04_18_11_00_04_GMT,Asia,NA,LBN
Costa Rica,2020-04-17,649,7,4,NA,88,557,10,127,0.8,9752,1914,2020_04_18_11_00_04_GMT,North America,NA,CRI
Ghana,2020-04-17,641,NA,8,NA,83,550,2,21,0.3,50719,1632,2020_04_18_11_00_04_GMT,Africa,NA,GHA
Niger,2020-04-17,627,43,18,4,110,499,NA,26,0.7,4688,194,2020_04_18_11_00_04_GMT,Africa,NA,NER
Burkina Faso,2020-04-17,557,11,35,3,294,228,NA,27,2,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,BFA
Albania,2020-04-17,539,21,26,NA,283,230,5,187,9,5080,1765,2020_04_18_11_00_04_GMT,Europe,NA,ALB
Uruguay,2020-04-17,502,NA,9,NA,286,207,13,145,3,11239,3235,2020_04_18_11_00_04_GMT,South America,NA,URY
Nigeria,2020-04-17,493,51,17,4,159,317,2,2,0.08,7153,35,2020_04_18_11_00_04_GMT,Africa,NA,NGA
Kyrgyzstan,2020-04-17,489,23,5,NA,114,370,5,75,0.8,26147,4008,2020_04_18_11_00_04_GMT,Asia,NA,KGZ
Guinea,2020-04-17,477,39,3,2,59,415,NA,36,0.2,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,GIN
Channel Islands,2020-04-17,470,13,20,1,73,377,NA,2703,115,3320,19095,2020_04_18_11_00_04_GMT,Europe,NA,Channel Islands
Bolivia,2020-04-17,465,24,31,2,26,408,3,40,3,2185,187,2020_04_18_11_00_04_GMT,South America,NA,BOL
Honduras,2020-04-17,442,16,41,6,10,391,10,45,4,2012,203,2020_04_18_11_00_04_GMT,North America,NA,HND
San Marino,2020-04-17,435,9,39,1,57,339,15,12820,1149,846,24933,2020_04_18_11_00_04_GMT,Europe,NA,SMR
Malta,2020-04-17,422,10,3,NA,91,328,4,956,7,21164,47932,2020_04_18_11_00_04_GMT,Europe,NA,MLT
Jordan,2020-04-17,407,5,7,NA,265,135,5,40,0.7,20500,2009,2020_04_18_11_00_04_GMT,Asia,NA,JOR
Palestine,2020-04-17,402,28,2,NA,69,331,NA,79,0.4,17329,3397,2020_04_18_11_00_04_GMT,Asia,NA,PSE
Réunion,2020-04-17,402,8,NA,NA,237,165,4,449,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,REU
Taiwan,2020-04-17,395,NA,6,NA,166,223,NA,17,0.3,51603,2167,2020_04_18_11_00_04_GMT,Asia,NA,TWN
Georgia,2020-04-17,370,22,3,NA,79,288,6,93,0.8,5027,1260,2020_04_18_11_00_04_GMT,Asia,NA,GEO
Senegal,2020-04-17,342,7,2,NA,198,142,1,20,0.1,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,SEN
Mauritius,2020-04-17,324,NA,9,NA,108,207,3,255,7,9755,7670,2020_04_18_11_00_04_GMT,Africa,NA,MUS
Montenegro,2020-04-17,303,NA,5,1,55,243,7,482,8,3874,6168,2020_04_18_11_00_04_GMT,Europe,NA,MNE
Isle of Man,2020-04-17,291,7,4,NA,169,118,11,3422,47,2375,27930,2020_04_18_11_00_04_GMT,Europe,NA,IMN
DRC,2020-04-17,287,20,23,1,25,239,NA,3,0.3,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,COD
Vietnam,2020-04-17,268,NA,NA,NA,198,70,8,3,NA,206253,2119,2020_04_18_11_00_04_GMT,Asia,NA,VNM
Kenya,2020-04-17,246,12,11,NA,53,182,2,5,0.2,10784,201,2020_04_18_11_00_04_GMT,Africa,NA,KEN
Mayotte,2020-04-17,245,12,4,1,117,124,6,898,15,1700,6231,2020_04_18_11_00_04_GMT,Africa,NA,MYT
Sri Lanka,2020-04-17,244,6,7,NA,77,160,1,11,0.3,4768,223,2020_04_18_11_00_04_GMT,Asia,NA,LKA
Guatemala,2020-04-17,214,18,7,2,21,186,3,12,0.4,7200,402,2020_04_18_11_00_04_GMT,North America,NA,GTM
Venezuela,2020-04-17,204,NA,9,NA,111,84,4,7,0.3,268503,9442,2020_04_18_11_00_04_GMT,South America,NA,VEN
Paraguay,2020-04-17,199,25,8,NA,30,161,1,28,1,4612,647,2020_04_18_11_00_04_GMT,South America,NA,PRY
Faeroe Islands,2020-04-17,184,NA,NA,NA,171,13,NA,3766,NA,5846,119641,2020_04_18_11_00_04_GMT,Europe,NA,FRO
El Salvador,2020-04-17,177,13,7,1,38,132,2,27,1,9267,1429,2020_04_18_11_00_04_GMT,North America,NA,SLV
Mali,2020-04-17,171,NA,13,NA,34,124,NA,8,0.6,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,MLI
Martinique,2020-04-17,158,NA,8,NA,73,77,17,421,21,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,MTQ
Tanzania,2020-04-17,147,53,5,1,11,131,4,2,0.08,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,TZA
Guadeloupe,2020-04-17,145,NA,8,NA,67,70,13,362,20,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,GLP
Congo,2020-04-17,143,26,6,1,11,126,NA,26,1,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,COG
Jamaica,2020-04-17,143,NA,5,NA,25,113,NA,48,2,1424,481,2020_04_18_11_00_04_GMT,North America,NA,JAM
Rwanda,2020-04-17,143,5,NA,NA,65,78,NA,11,NA,6237,482,2020_04_18_11_00_04_GMT,Africa,NA,RWA
Brunei,2020-04-17,136,NA,1,NA,112,23,2,311,2,11089,25348,2020_04_18_11_00_04_GMT,Asia,NA,BRN
Gibraltar,2020-04-17,132,1,NA,NA,105,27,1,3918,NA,1760,52239,2020_04_18_11_00_04_GMT,Europe,NA,GIB
Cambodia,2020-04-17,122,NA,NA,NA,98,24,1,7,NA,5768,345,2020_04_18_11_00_04_GMT,Asia,NA,KHM
Madagascar,2020-04-17,117,6,NA,NA,33,84,1,4,NA,2357,85,2020_04_18_11_00_04_GMT,Africa,NA,MDG
Somalia,2020-04-17,116,36,6,1,2,108,2,7,0.4,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,SOM
Trinidad and Tobago,2020-04-17,114,NA,8,NA,20,86,NA,81,6,1298,927,2020_04_18_11_00_04_GMT,North America,NA,TTO
Gabon,2020-04-17,108,28,1,NA,7,100,NA,49,0.4,572,257,2020_04_18_11_00_04_GMT,Africa,NA,GAB
Ethiopia,2020-04-17,96,4,3,NA,15,78,1,0.8,0.03,6231,54,2020_04_18_11_00_04_GMT,Africa,NA,ETH
Aruba,2020-04-17,96,1,2,NA,43,51,1,899,19,1298,12157,2020_04_18_11_00_04_GMT,North America,NA,ABW
French Guiana,2020-04-17,96,10,NA,NA,61,35,2,321,NA,NA,NA,2020_04_18_11_00_04_GMT,South America,NA,GUF
Monaco,2020-04-17,94,1,3,NA,20,71,3,2395,76,NA,NA,2020_04_18_11_00_04_GMT,Europe,NA,MCO
Myanmar,2020-04-17,88,3,4,NA,5,79,NA,2,0.07,3236,59,2020_04_18_11_00_04_GMT,Asia,NA,MMR
Bermuda,2020-04-17,83,2,5,NA,35,43,9,1333,80,552,8863,2020_04_18_11_00_04_GMT,North America,NA,BMU
Togo,2020-04-17,83,2,5,NA,48,30,NA,10,0.6,3926,474,2020_04_18_11_00_04_GMT,Africa,NA,TGO
Liechtenstein,2020-04-17,79,NA,1,NA,55,23,NA,2072,26,900,23605,2020_04_18_11_00_04_GMT,Europe,NA,LIE
Equatorial Guinea,2020-04-17,79,28,NA,NA,4,75,NA,56,NA,854,609,2020_04_18_11_00_04_GMT,Africa,NA,GNQ
Liberia,2020-04-17,76,17,7,1,7,62,NA,15,1,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,LBR
Barbados,2020-04-17,75,NA,5,NA,15,55,4,261,17,965,3358,2020_04_18_11_00_04_GMT,North America,NA,BRB
Guyana,2020-04-17,63,8,6,NA,9,48,4,80,8,283,360,2020_04_18_11_00_04_GMT,South America,NA,GUY
Cayman Islands,2020-04-17,61,1,1,NA,7,53,3,928,15,702,10681,2020_04_18_11_00_04_GMT,North America,NA,CYM
Sint Maarten,2020-04-17,57,NA,9,NA,12,36,6,1329,210,163,3802,2020_04_18_11_00_04_GMT,North America,NA,SXM
Cabo Verde,2020-04-17,56,NA,1,NA,1,54,NA,101,2,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,CPV
French Polynesia,2020-04-17,55,NA,NA,NA,NA,55,1,196,NA,920,3275,2020_04_18_11_00_04_GMT,Australia/Oceania,NA,PYF
Uganda,2020-04-17,55,NA,NA,NA,20,35,NA,1,NA,9975,218,2020_04_18_11_00_04_GMT,Africa,NA,UGA
Bahamas,2020-04-17,54,1,9,1,9,36,1,137,23,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,BHS
Zambia,2020-04-17,52,4,2,NA,30,20,1,3,0.1,2191,119,2020_04_18_11_00_04_GMT,Africa,NA,ZMB
Libya,2020-04-17,49,NA,1,NA,11,37,NA,7,0.1,699,102,2020_04_18_11_00_04_GMT,Africa,NA,LBY
Macao,2020-04-17,45,NA,NA,NA,16,29,1,69,NA,NA,NA,2020_04_18_11_00_04_GMT,Asia,NA,MAC
Haiti,2020-04-17,43,2,3,NA,NA,40,NA,4,0.3,365,32,2020_04_18_11_00_04_GMT,North America,NA,HTI
Guinea-Bissau,2020-04-17,43,NA,NA,NA,NA,43,NA,22,NA,1500,762,2020_04_18_11_00_04_GMT,Africa,NA,GNB
Syria,2020-04-17,38,5,2,NA,5,31,NA,2,0.1,NA,NA,2020_04_18_11_00_04_GMT,Asia,NA,SYR
Saint Martin,2020-04-17,35,NA,2,NA,13,20,5,905,52,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,MAF
Benin,2020-04-17,35,NA,1,NA,18,16,NA,3,0.08,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,BEN
Eritrea,2020-04-17,35,NA,NA,NA,NA,35,NA,10,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,ERI
Mozambique,2020-04-17,34,3,NA,NA,2,32,NA,1,NA,898,29,2020_04_18_11_00_04_GMT,Africa,NA,MOZ
Sudan,2020-04-17,33,1,6,1,4,23,NA,0.8,0.1,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,SDN
Mongolia,2020-04-17,31,NA,NA,NA,5,26,NA,9,NA,1450,442,2020_04_18_11_00_04_GMT,Asia,NA,MNG
Nepal,2020-04-17,30,14,NA,NA,2,28,NA,1,NA,15800,542,2020_04_18_11_00_04_GMT,Asia,NA,NPL
Maldives,2020-04-17,29,4,NA,NA,16,13,NA,54,NA,3497,6469,2020_04_18_11_00_04_GMT,Asia,NA,MDV
Chad,2020-04-17,27,NA,NA,NA,5,22,NA,2,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,TCD
Sierra Leone,2020-04-17,26,11,NA,NA,NA,26,NA,3,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,SLE
Zimbabwe,2020-04-17,24,1,3,NA,2,19,NA,2,0.2,2493,168,2020_04_18_11_00_04_GMT,Africa,NA,ZWE
Antigua and Barbuda,2020-04-17,23,NA,3,NA,3,17,1,235,31,73,745,2020_04_18_11_00_04_GMT,North America,NA,ATG
Angola,2020-04-17,19,NA,2,NA,5,12,NA,0.6,0.06,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,AGO
Laos,2020-04-17,19,NA,NA,NA,2,17,NA,3,NA,1288,177,2020_04_18_11_00_04_GMT,Asia,NA,LAO
Belize,2020-04-17,18,NA,2,NA,NA,16,1,45,5,651,1637,2020_04_18_11_00_04_GMT,North America,NA,BLZ
New Caledonia,2020-04-17,18,NA,NA,NA,14,4,1,63,NA,3316,11615,2020_04_18_11_00_04_GMT,Australia/Oceania,NA,NCL
Timor-Leste,2020-04-17,18,NA,NA,NA,1,17,NA,14,NA,NA,NA,2020_04_18_11_00_04_GMT,Asia,NA,TLS
Malawi,2020-04-17,17,1,2,NA,3,12,1,0.9,0.1,417,22,2020_04_18_11_00_04_GMT,Africa,NA,MWI
Fiji,2020-04-17,17,NA,NA,NA,NA,17,NA,19,NA,NA,NA,2020_04_18_11_00_04_GMT,Australia/Oceania,NA,FJI
Eswatini,2020-04-17,16,NA,1,NA,8,7,NA,14,0.9,714,615,2020_04_18_11_00_04_GMT,Africa,NA,SWZ
Dominica,2020-04-17,16,NA,NA,NA,8,8,NA,222,NA,345,4793,2020_04_18_11_00_04_GMT,North America,NA,DMA
Namibia,2020-04-17,16,NA,NA,NA,4,12,NA,6,NA,362,142,2020_04_18_11_00_04_GMT,Africa,NA,NAM
Botswana,2020-04-17,15,NA,1,NA,NA,14,NA,6,0.4,3602,1532,2020_04_18_11_00_04_GMT,Africa,NA,BWA
Saint Lucia,2020-04-17,15,NA,NA,NA,11,4,NA,82,NA,319,1737,2020_04_18_11_00_04_GMT,North America,NA,LCA
Curaçao,2020-04-17,14,NA,1,NA,10,3,NA,85,6,269,1639,2020_04_18_11_00_04_GMT,North America,NA,CUW
Grenada,2020-04-17,14,NA,NA,NA,6,8,4,124,NA,92,818,2020_04_18_11_00_04_GMT,North America,NA,GRD
Saint Kitts and Nevis,2020-04-17,14,NA,NA,NA,NA,14,NA,263,NA,234,4399,2020_04_18_11_00_04_GMT,North America,NA,KNA
CAR,2020-04-17,12,NA,NA,NA,4,8,NA,2,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,CAF
St. Vincent Grenadines,2020-04-17,12,NA,NA,NA,1,11,NA,108,NA,87,784,2020_04_18_11_00_04_GMT,North America,NA,VCT
Turks and Caicos,2020-04-17,11,NA,1,NA,NA,10,NA,284,26,83,2144,2020_04_18_11_00_04_GMT,North America,NA,TCA
Falkland Islands,2020-04-17,11,NA,NA,NA,1,10,NA,3161,NA,137,39368,2020_04_18_11_00_04_GMT,South America,NA,FLK
Greenland,2020-04-17,11,NA,NA,NA,11,0,NA,194,NA,1019,17950,2020_04_18_11_00_04_GMT,North America,NA,GRL
Montserrat,2020-04-17,11,NA,NA,NA,1,10,1,2204,NA,36,7212,2020_04_18_11_00_04_GMT,North America,NA,MSR
Seychelles,2020-04-17,11,NA,NA,NA,5,6,NA,112,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,SYC
Suriname,2020-04-17,10,NA,1,NA,6,3,NA,17,2,NA,NA,2020_04_18_11_00_04_GMT,South America,NA,SUR
Gambia,2020-04-17,9,NA,1,NA,2,6,NA,4,0.4,316,131,2020_04_18_11_00_04_GMT,Africa,NA,GMB
Nicaragua,2020-04-17,9,NA,1,NA,4,4,NA,1,0.2,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,NIC
Vatican City,2020-04-17,8,NA,NA,NA,2,6,NA,9988,NA,NA,NA,2020_04_18_11_00_04_GMT,Europe,NA,Vatican
Mauritania,2020-04-17,7,NA,1,NA,2,4,NA,2,0.2,713,153,2020_04_18_11_00_04_GMT,Africa,NA,MRT
Papua New Guinea,2020-04-17,7,NA,NA,NA,NA,7,NA,0.8,NA,167,19,2020_04_18_11_00_04_GMT,Australia/Oceania,NA,PNG
St. Barth,2020-04-17,6,NA,NA,NA,4,2,NA,607,NA,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,BLM
Western Sahara,2020-04-17,6,NA,NA,NA,NA,6,NA,10,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,ESH
Burundi,2020-04-17,5,NA,1,NA,NA,4,NA,0.4,0.08,80,7,2020_04_18_11_00_04_GMT,Africa,NA,BDI
Bhutan,2020-04-17,5,NA,NA,NA,2,3,NA,6,NA,7913,10255,2020_04_18_11_00_04_GMT,Asia,NA,BTN
British Virgin Islands,2020-04-17,4,1,NA,NA,2,2,NA,132,NA,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,VGB
Sao Tome and Principe,2020-04-17,4,NA,NA,NA,NA,4,NA,18,NA,19,87,2020_04_18_11_00_04_GMT,Africa,NA,STP
South Sudan,2020-04-17,4,NA,NA,NA,NA,4,NA,0.4,NA,NA,NA,2020_04_18_11_00_04_GMT,Africa,NA,SSD
Anguilla,2020-04-17,3,NA,NA,NA,1,2,NA,200,NA,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,AIA
Caribbean Netherlands,2020-04-17,3,NA,NA,NA,NA,3,NA,114,NA,10,381,2020_04_18_11_00_04_GMT,North America,NA,BES
Saint Pierre Miquelon,2020-04-17,1,NA,NA,NA,NA,1,NA,173,NA,NA,NA,2020_04_18_11_00_04_GMT,North America,NA,SPM
Yemen,2020-04-17,1,NA,NA,NA,NA,1,NA,0.03,NA,NA,NA,2020_04_18_11_00_04_GMT,Asia,NA,YEM
China,2020-04-18,82719,27,4632,NA,77029,1058,85,57,3,NA,NA,2020_04_19_11_00_04_GMT,Asia,NA,CHN
USA,2020-04-18,738792,29057,39014,1867,68269,631509,13551,2232,118,3722145,11245,2020_04_19_11_00_04_GMT,North America,NA,USA
Spain,2020-04-18,194416,3577,20043,41,74797,99576,7371,4158,429,930230,19896,2020_04_19_11_00_04_GMT,Europe,NA,ESP
Italy,2020-04-18,175925,3491,23227,482,44927,107771,2733,2910,384,1305833,21598,2020_04_19_11_00_04_GMT,Europe,NA,ITA
France,2020-04-18,151793,3824,19323,642,35983,96487,5833,2325,296,463662,7103,2020_04_19_11_00_04_GMT,Europe,NA,FRA
Germany,2020-04-18,143724,2327,4538,186,85400,53786,2922,1715,54,1728357,20629,2020_04_19_11_00_04_GMT,Europe,NA,DEU
UK,2020-04-18,114217,5525,15464,888,NA,98409,1559,1682,228,460437,6783,2020_04_19_11_00_04_GMT,Europe,NA,GBR
Turkey,2020-04-18,82329,3783,1890,121,10453,69986,1894,976,22,598933,7101,2020_04_19_11_00_04_GMT,Asia,NA,TUR
Iran,2020-04-18,80868,1374,5031,73,55987,19850,3513,963,60,330137,3931,2020_04_19_11_00_04_GMT,Asia,NA,IRN
Belgium,2020-04-18,37183,1045,5453,290,8348,23382,1119,3208,471,145997,12597,2020_04_19_11_00_04_GMT,Europe,NA,BEL
Russia,2020-04-18,36793,4785,313,40,3057,33423,8,252,2,1831892,12553,2020_04_19_11_00_04_GMT,Europe,NA,RUS
Brazil,2020-04-18,36722,3040,2361,220,14026,20335,6634,173,11,62985,296,2020_04_19_11_00_04_GMT,South America,NA,BRA
Canada,2020-04-18,33383,1456,1470,160,11207,20706,557,885,39,516216,13677,2020_04_19_11_00_04_GMT,North America,NA,CAN
Netherlands,2020-04-18,31589,1140,3601,142,250,27738,1279,1844,210,154911,9041,2020_04_19_11_00_04_GMT,Europe,NA,NLD
Switzerland,2020-04-18,27404,326,1368,41,17100,8936,386,3166,158,216400,25004,2020_04_19_11_00_04_GMT,Europe,NA,CHE
Portugal,2020-04-18,19685,663,687,30,610,18388,228,1931,67,235878,23133,2020_04_19_11_00_04_GMT,Europe,NA,PRT
India,2020-04-18,16365,2013,521,35,2463,13381,NA,12,0.4,335123,243,2020_04_19_11_00_04_GMT,Asia,NA,IND
Ireland,2020-04-18,14758,778,571,41,77,14110,294,2989,116,90646,18358,2020_04_19_11_00_04_GMT,Europe,NA,IRL
Austria,2020-04-18,14671,76,443,12,10214,4014,208,1629,49,175932,19534,2020_04_19_11_00_04_GMT,Europe,NA,AUT
Peru,2020-04-18,14420,931,348,48,6684,7388,117,437,11,135895,4122,2020_04_19_11_00_04_GMT,South America,NA,PER
Sweden,2020-04-18,13822,606,1511,111,550,11761,1054,1369,150,74600,7387,2020_04_19_11_00_04_GMT,Europe,NA,SWE
Israel,2020-04-18,13265,283,164,13,3456,9645,164,1533,19,187250,21634,2020_04_19_11_00_04_GMT,Asia,NA,ISR
S. Korea,2020-04-18,10653,18,232,2,7937,2484,55,208,5,546463,10659,2020_04_19_11_00_04_GMT,Asia,NA,KOR
Japan,2020-04-18,10296,509,222,32,1069,9005,221,81,2,111325,880,2020_04_19_11_00_04_GMT,Asia,NA,JPN
Chile,2020-04-18,9730,478,126,10,4035,5569,360,509,7,108891,5696,2020_04_19_11_00_04_GMT,South America,NA,CHL
Ecuador,2020-04-18,9022,572,456,35,1008,7558,168,511,26,30922,1753,2020_04_19_11_00_04_GMT,South America,NA,ECU
Poland,2020-04-18,8742,363,347,15,981,7414,160,231,9,192960,5098,2020_04_19_11_00_04_GMT,Europe,NA,POL
Romania,2020-04-18,8418,351,421,10,1730,6267,248,438,22,90991,4730,2020_04_19_11_00_04_GMT,Europe,NA,ROU
Saudi Arabia,2020-04-18,8274,1132,92,5,1329,6853,78,238,3,150000,4309,2020_04_19_11_00_04_GMT,Asia,NA,SAU
Pakistan,2020-04-18,7638,613,143,8,1832,5663,46,35,0.6,92548,419,2020_04_19_11_00_04_GMT,Asia,NA,PAK
Denmark,2020-04-18,7242,169,346,10,3847,3049,76,1250,60,91437,15786,2020_04_19_11_00_04_GMT,Europe,NA,DNK
Norway,2020-04-18,7036,99,164,3,32,6840,63,1298,30,139668,25763,2020_04_19_11_00_04_GMT,Europe,NA,NOR
Mexico,2020-04-18,6875,578,546,60,2125,4204,207,53,4,48365,375,2020_04_19_11_00_04_GMT,North America,NA,MEX
Czechia,2020-04-18,6606,57,181,8,1227,5198,86,617,17,162533,15177,2020_04_19_11_00_04_GMT,Europe,NA,CZE
Australia,2020-04-18,6586,53,70,5,4167,2349,55,258,3,406510,15942,2020_04_19_11_00_04_GMT,Australia/Oceania,NA,AUS
UAE,2020-04-18,6302,NA,37,NA,1188,5077,1,637,4,767000,77550,2020_04_19_11_00_04_GMT,Asia,NA,ARE
Indonesia,2020-04-18,6248,325,535,15,631,5082,NA,23,2,39422,144,2020_04_19_11_00_04_GMT,Asia,NA,IDN
Philippines,2020-04-18,6087,209,397,10,516,5174,1,56,4,56048,511,2020_04_19_11_00_04_GMT,Asia,NA,PHL
Serbia,2020-04-18,5994,304,117,7,637,5240,126,686,13,36028,4123,2020_04_19_11_00_04_GMT,Europe,NA,SRB
Singapore,2020-04-18,5992,942,11,NA,740,5241,23,1024,2,94796,16203,2020_04_19_11_00_04_GMT,Asia,NA,SGP
Malaysia,2020-04-18,5305,54,88,2,3102,2115,49,164,3,100794,3114,2020_04_19_11_00_04_GMT,Asia,NA,MYS
Ukraine,2020-04-18,5106,444,133,8,275,4698,45,117,3,52534,1201,2020_04_19_11_00_04_GMT,Europe,NA,UKR
Qatar,2020-04-18,5008,345,8,1,510,4490,37,1738,3,60139,20874,2020_04_19_11_00_04_GMT,Asia,NA,QAT
Belarus,2020-04-18,4779,NA,45,3,342,4392,65,506,5,86813,9187,2020_04_19_11_00_04_GMT,Europe,NA,BLR
Dominican Republic,2020-04-18,4335,209,217,17,312,3806,146,400,20,14373,1325,2020_04_19_11_00_04_GMT,North America,NA,DOM
Panama,2020-04-18,4210,194,116,7,122,3972,96,976,27,18559,4301,2020_04_19_11_00_04_GMT,North America,NA,PAN
Finland,2020-04-18,3681,192,90,8,1700,1891,70,664,16,55600,10035,2020_04_19_11_00_04_GMT,Europe,NA,FIN
Colombia,2020-04-18,3621,182,166,13,691,2764,98,71,3,59002,1160,2020_04_19_11_00_04_GMT,South America,NA,COL
Luxembourg,2020-04-18,3537,57,72,NA,601,2864,32,5650,115,33252,53120,2020_04_19_11_00_04_GMT,Europe,NA,LUX
South Africa,2020-04-18,3034,251,52,2,903,2079,36,51,0.9,108021,1821,2020_04_19_11_00_04_GMT,Africa,NA,ZAF
Egypt,2020-04-18,3032,188,224,19,701,2107,NA,30,2,55000,537,2020_04_19_11_00_04_GMT,Africa,NA,EGY
Argentina,2020-04-18,2839,170,132,9,685,2022,127,63,3,30942,685,2020_04_19_11_00_04_GMT,South America,NA,ARG
Thailand,2020-04-18,2733,33,47,NA,1787,899,61,39,0.7,100498,1440,2020_04_19_11_00_04_GMT,Asia,NA,THA
Morocco,2020-04-18,2685,121,137,2,314,2234,1,73,4,13689,371,2020_04_19_11_00_04_GMT,Africa,NA,MAR
Algeria,2020-04-18,2534,116,367,3,894,1273,60,58,8,3359,77,2020_04_19_11_00_04_GMT,Africa,NA,DZA
Moldova,2020-04-18,2378,114,57,1,391,1930,80,589,14,9848,2441,2020_04_19_11_00_04_GMT,Europe,NA,MDA
Greece,2020-04-18,2235,11,110,2,269,1856,67,214,11,53290,5113,2020_04_19_11_00_04_GMT,Europe,NA,GRC
Bangladesh,2020-04-18,2144,306,84,9,66,1994,1,13,0.5,21307,129,2020_04_19_11_00_04_GMT,Asia,NA,BGD
Hungary,2020-04-18,1834,71,172,16,231,1431,60,190,18,43901,4544,2020_04_19_11_00_04_GMT,Europe,NA,HUN
Croatia,2020-04-18,1832,18,39,3,615,1178,27,446,9,21647,5273,2020_04_19_11_00_04_GMT,Europe,NA,HRV
Bahrain,2020-04-18,1773,33,7,NA,755,1011,3,1042,4,82568,48524,2020_04_19_11_00_04_GMT,Asia,NA,BHR
Iceland,2020-04-18,1760,6,9,NA,1291,460,3,5158,26,41091,120416,2020_04_19_11_00_04_GMT,Europe,NA,ISL
Kuwait,2020-04-18,1751,93,6,1,280,1465,34,410,1,NA,NA,2020_04_19_11_00_04_GMT,Asia,NA,KWT
Kazakhstan,2020-04-18,1615,69,17,NA,377,1221,22,86,0.9,100878,5373,2020_04_19_11_00_04_GMT,Asia,NA,KAZ
Iraq,2020-04-18,1513,31,82,1,953,478,NA,38,2,53955,1341,2020_04_19_11_00_04_GMT,Asia,NA,IRQ
Estonia,2020-04-18,1512,53,38,NA,162,1312,11,1140,29,39605,29856,2020_04_19_11_00_04_GMT,Europe,NA,EST
Uzbekistan,2020-04-18,1490,85,5,1,194,1291,8,45,0.1,136000,4063,2020_04_19_11_00_04_GMT,Asia,NA,UZB
New Zealand,2020-04-18,1422,13,11,NA,867,544,3,295,2,79078,16399,2020_04_19_11_00_04_GMT,Australia/Oceania,NA,NZL
Azerbaijan,2020-04-18,1373,33,18,3,590,765,21,135,2,86607,8542,2020_04_19_11_00_04_GMT,Asia,NA,AZE
Slovenia,2020-04-18,1317,13,70,4,190,1057,27,633,34,40580,19520,2020_04_19_11_00_04_GMT,Europe,NA,SVN
Bosnia and Herzegovina,2020-04-18,1268,54,47,1,338,883,4,386,14,16868,5141,2020_04_19_11_00_04_GMT,Europe,NA,BIH
